,CONTENT,CLASS
203,www indiegogo com project help stop poverty cyber pan handleing x home,1
204,horrible acting cringe worhty,0
205,love katy fashion tiger care visit blog sinar jahitan also tiger collection tqvm,1
206,anyone love music please go check youtube page tell think put video song trying get started love much appreciated,1
207,tiger called katty purry,0
208,blue eye trusted uranus bless america,0
209,rap belarus check channel,1
210,follow twitter freyacumqueen,1
211,katy perry roar official youtu cevxzvsjlk,0
212,c mon katy close subscriber come another hit like happen,0
213,vote katy emas katycats tv mtvema com artist katy perry xh,1
214,honest opinion mediocre song nothing unique special music lyric voice nothing memorable like billie jean beat million fan reply hate comment know democracy people free see want right express opinion please reply dumb comment lie like watch came see buzz million view like saw ok,0
215,visit channel,1
216,wow sexy xd,0
217,looking new music listen check cece song called dead itunes music video right youtube,1
218,katy voice angel,0
219,hey guy working last night project music streamer like spotify allows download file listen offline opening free beta feel free try download mega co nz ehvjzkya bgkg iwphzohwaeuesrwnegqg labco rw wfx hao,1
220,man hot one male companion visit profile check coolest sextoy ever made,1
221,like page please facebook com dreaddis ref notif fbpage fan invite amp actorid,1
222,video racist animal,0
223,man beautiful,0
224,want win borderland pre sequel check channel,1
225,hi would appreciate could help like poster facebook www facebook com nyghdramafest photo type amp theater,1
226,plz help getting subscriber tonight today thanks sub,1
227,yesterday video million like million,0
228,tiger succumbs beautiful girl probably male tiger ha ha ha,0
229,best song ever,0
230,thank katyperryvevo instagram like axeljonssons,1
231,please subscribe channel,1
232,good make music,0
233,love katty perry lt,0
234,honestly wanna see brave oh wait,0
235,,0
236,video great love like much katy perry,0
237,good thing brought spray tan hairstylist makeup artist cameraman,0
238,view million katy perry illuminati confirmed,0
239,make guitar cover please look channel,1
240,illegal goodlooking babe,0
241,katy mine girl dream,0
242,love song,0
243,fit,0
244,love song roar make think fill way,0
245,forget choice fuck surviving plane crash chance happening,0
246,fool foolish video lyric great arrogant obviously thing lot idiot look many hit garnered young stupid girl listen numbering million guess video piece trash would anyone ever like listen stupid little girl idiot father mother going turn idiot also like stupid singer,0
247,attention need million view firework reach half day left katy birtgday listen could possible gt gt open different tab different browser gt gt dont watch full video remember dont time hand time wasting view sec plz thumb share,1
248,rapid facebook free version color characterized fast beauty download play google com store apps detail id com rapid facebook magicdroid,1
249,hey katycats releasing movie midnight uk time celebrate katy th birthday sure subscribe channel watch movie,1
250,realized verse song exact melody verse hey ho lumineers,0
251,favorite song,0
252,song never get old lt,0
253,happy birthday katy giphy com gifs birthday flower happy gw jy uqiaxkaqxs fullscreen,1
254,hey know people like kind comment amp see spam see free advertising please check cover spark fly taylor swift best ever know maybe encouraging word wisdom many become better please go channel check,1
255,www youniqueproducts com joannagordon younique joanna gordon www youniqueproducts com,1
256,like katy perry,0
257,glad know im one know katheryn birthday today happy birthday katy sister seriously birthday,0
258,katy perry sing shit hear autotune,0
259,fucking hate write song got producer second tha fack every song almost nude mayby attention hooker,0
260,also luckymusiqlive probably could help u make big think u talent look name internet hit u get message,1
261,check drum cover e thanks gt watch v povz oiq amp list uultucdihsdei ow wuq,1
262,put famous people jungle hour look happens,0
263,kinda let go huh,0
264,love katy perry lt,0
265,sign free tsu start making money social medium add follow ill add follow tsu co robert,1
266,love relate daughter music katy perry roar official youtu cevxzvsjlk,0
267,subscribe subscribe back,1
268,katy perry roar official soundsofsunday music,0
269,hear katy singing cry song got depth,0
270,love,0
271,people believe illuminati stupid people believe made american government,0
272,plz subscribe channel need sub sub back need help,1
273,please look dhg song playlist bunch amazing song,1
274,hey nerdy peach new youtuber would mean absolute world could check em lt hope like,1
275,im pretty sure tiger wanted hug,0
276,vimeo com,1
277,song give strength love lyric video really brings lyric life getting known fast rap meaning thumb piss next water toilet quiet,1
278,minhateca com br mauro sp filmes series desenhos anime mp etc,1
279,www facebook com antrobofficial,1
280,love katy perry sing nice shakira,0
281,hackfbaccountlive com ref,1
282,facebook account hack hackfbaccountlive com ref,1
283,love katty perry,0
284,perry good job good job love video way please describe channel please please please please trying get many comment skyburst light cancer get famous please,1
285,cover u want check thank u michael age,1
286,everybody please vote katy ema best song best female best pop best live best look best video please vote katy please please please vote vote vote katy katy katy,1
287,h god roar liked video vevo month ago justin baby congrats katy applause lt,0
288,soundcloud com j supt fils du son fucking hostile,1
289,www facebook com myfunnyriddles,1
290,hi everyone like music check music channel lexis band uploading song cover soon miss please subscribe help u lot take one click gt,1
291,www facebook com photo php fbid amp set amp type amp theater,1
292,rather hear propa explicit gangsta rap insted garbage song trash,0
293,damnnnnnnnn sexy,0
294,good song an katy sound great melody im growing artist everyday hit song crazy got name cant thank fan support could take moment check music maybe join make dream come true thank time,1
295,love u make smile im sad cheer beautiful song lt,0
296,song boring asinine song ever heard coming guy liked teenage dream song ever since katy perry divorce wave wave shitty successful song saying next wave pop music stick as katy perry like silly putty,0
297,katy perry roar official youtu cevxzvsjlk love song video katy perry rock wahoo,0
298,somehow access makeup middle wood,0
299,look real daughter big fan like lot song,0
300,comprehend video nearly view people found gangnam style funny explains high view count awful pop song really clue one,0
301,let honest last day jungle stop living n fairy world,0
302,segue ha www facebook com marcos sousa fref t,1
303,nature beautiful need place tit video impress people,0
304,stupid roared lion real life dede,0
305,song awesome made everything stand viewer could imagine setting video awesome job katy perry,0
306,katy perry roar official youtu cevxzvsjlk,0
307,katy perry lion,0
308,people new network like fb register also free difference get paid sharing commenting liking post one waste time fb sharing paid register make also money everyday post www tsu co slema wellcome everyone,1
309,figured dislike song supposed power ballad right something uplifting motivating end however final chorus extra umph end actually sound like first one instead crescendo ing powerful finish roar say wavelength fall flat,0
310,like song video go perfect,0
311,champion gonna hear roar today champion today champion creator today positive world today blessing healing around today successful creating success,0
312,nowplaying weekendmix track katy perry roar dj denis shmelev amp dj alex serov remix youtu cevxzvsjlk listen live www smartfm nl livestream html,1
313,katy perry song best song woman artist,0
314,like song animal like song,0
315,www wattpad com story love good,1
316,love song much heard much pretty much memorized lyric,0
317,hey guy know tend skip comment take look first free fire big room progressive house deep house dubstep amp chillstep producer small town missouri support community really ask critiquing support view music gotten much better month ago promise new content satisfying soon able advertise wont pester guy anymore gimme chance check music thanks god bless,1
318,latest movie please visit site www networkedblogs com p cpwb ref panorama,1
319,love subscribed,1
320,www tsu co tomeks go register free money,1
321,great song know katy buy view,0
322,check mah girl duh shit yo,1
323,check video youtube facebook lhudygirlamaya,1
324,hey yall real kevin hart shout fan follow realkevinheart,1
325,check acoustic channel,1
326,know someone see dream greatest video best quality right feel like getting anywhere need help could possibly watch video mean world please thumb others see appreciate much please listen hate honestly appreciate much love give year old chance,1
327,apps facebook com poll utsitcompetition user link amp ref id ouxg e please open link vote anand niketan international school project name project fr e dom share friend,1
328,hate video like poor animal,0
329,hii youtube,0
330,nice nice,0
331,love song,0
332,katy shit go die roar floooooooooooooooooooop,0
333,love music,0
334,th grade teacher looked exactly like katy perry come think,0
335,curti click www facebook com demiilovatofas ref hl www facebook com page frases secretas ref hl,1
336,www ermail pl dolacz unnfy please click link,1
337,come check parody,1
338,please subscribe u thank,1
339,please vote wet seal model contest instagram username destinyforever www wetseal com modelsearch modelsearch html,1
340,simply put customer love u www facebook com greenleader,1
341,binbox io dnckm qt q jb,1
342,almost bil wow g suck opinion,0
343,katty best,0
344,good mean much good,0
345,song mean much thank soooooooooooooooooooooooooooooooooooooooo much xxx,0
346,lt,0
347,katy perry cio cabelo decio hair year age family single alone homeless alcoholic age invisible composer dream record song could help please please trust give chance video youtube deciocabelo canal katy perry born october thank much decio hair,1
348,honestly speaking except taylor swift adele lile modern day singer must say whenever hear song feel goosebump quite inspiring thanks miss perry,0
349,going reach billion first katy taylor,0
0,lovelygirl talk xxx,1
1,always endbegin coming back song br,0
2,sister received new rel nofollow class ot hashtag plus google com active active youtube view right thing used pimpmyviews com,1
3,cool,0
4,hello palastine,1
5,wow video almost billion view know popular,0
6,go check rapping video called four wheel please,1
7,almost billion,0
8,aslamu lykum pakistan,1
9,eminem idol people espa mexico latinoamerica,0
10,help get sub please,1
11,love song,0
12,alright lady like song check john rage smoking hot rapper coming game better eminem lyrically hotter hear song channel,1
13,perfect example abuse husband thing feminist definitely agree song well see someone going die sayin,0
14,boyfriend charlie tv show lost,0
15,www facebook com group www facebook com group,1
16,take look video youtube,1
17,check channel nice beat,1
18,rihanna eminem together unstoppable,0
19,check playlist youtube,1
20,song rape cheating br br br br br br br br br br basically,0
21,like please,1
22,love song believe year ago get old though,0
23,omg look like piece mirror harry potter deathly hallows br either house sirius black,0
24,shared first song quot want quot hope like take listen youtu yfuy gkr c youtu yfuy gkr c,1
25,come check music im spamming load video try get music across new people,1
26,check playlist youtube,1
27,huh hyuck hyuck im special watching im australia something give attention please im rapper dream im gonna share google plus im cool,1
28,exactly u want watching favourite rapper tv,0
29,rihanna absolutely gorgeous video,0
30,check video youtube br br love song good never go back always remember passion never want go back dysfunctional insanity goal live happy live insane,1
31,love someone soo much love way u lie,0
32,one best song music history,0
33,check playlist youtube,1
34,check video youtube,1
35,check video youtube,1
36,hate way u lie,0
37,fuck eminem bieber best lt,0
38,check playlist youtube chcfcvzfzfbvzdr,1
39,check playlist youtube,1
40,im gonna share little ryhme canibus blow eminem away quadrillion time especially category intelligent thing mind learned rapped forgot eminem spit first ryme luv ya linz e,1
41,check video youtube,1
42,check video youtube br br br,1
43,check new remix br click click,1
44,check playlist youtube,1
45,personally never abusive relationship probably never hit woman mom dad used hit mom left relate writing one moment subscribe hear every fan count,1
46,love,0
47,haha believe many kid listen eminem kid know drug end high jail wonder never ended od,0
48,plese subscribe,1
49,check video youtube,1
50,aye homies check remix cent life line started youtube channel way working hard give u feed back latest song guy think like show support,1
51,nd best song im gone amp,0
52,check video youtube,1
53,go eminem,0
54,eminem rihanna sing song well,0
55,subscribe secret video,1
56,check video youtube,1
57,check video youtube rhinnah,1
58,subscribe clean eminem,1
59,hey youtubers really appreciate took time read year old boy want successful musician music world dont money advertise channel could visit channel comment video subscribe would great second life thank u people gave chance l really appreciate,1
60,love way lie quot,0
61,check video youtube,1
62,guy win dollar sleeping love planet full retard,1
63,check cover song,1
64,check video youtube,1
65,goot,0
66,im still listening,0
67,watched eminem video beat afraid,0
68,check channel funny skit thanks,1
69,hahahahah like vine subscribe daily vine,1
70,please read please country singer trying become someone would like video please type boy round country girl computer wasting tear e please subscribe like,1
71,check video youtube,1
72,guy share video must view share facebook group page,1
73,check eminem rap god lyric video,1
74,love song,0
75,rihana love,0
76,like comment type,1
77,charlie lost br,0
78,fuck cheat megan fox,0
79,megan fox,0
80,love music,0
81,like comment type,1
82,,0
83,hot hot,0
84,check video youtube,1
85,wow justin bieber better thats buy medication always share half wited money alfred sadly enough attention hog swamp as eating disorder filled sassy mouse flaming hot cheetos eat power samurman,1
86,fucking song like n oreo white part good,0
87,near one eminems actual best song real fan know im talking untitled cold wind blow welcome hell elevator business wtp almost famous life rock bottom apology song dance without way toy soldier mosh insane lt song top head better,0
88,finally someone share opinion tried really hard like gangnam style even get dance either song like popular gangnam style least make sense,1
89,check new hot video dante b called riled,1
90,check new hot video dante b called riled,1
91,still listening still pleasure,0
92,facebook password hack facebook pas hack blogspot com working software hacking facebook password free download break password minute virus free detail free download please visit facebook pas hack blogspot com,1
93,love,0
94,time past fast,0
95,hey everyone dakoda bigelow year old singer rapper producer gained view far really need view like subscriber order make check brand new music video song gone also check new song called deaf moment time would greatly appreciated regret please thumb people see thanks support,1
96,fuck yeah,0
97,eminem ginius stop,0
98,rap cool rihanna sttuupid,0
99,gonna stand hear cry,0
100,love,0
101,feel emotion song god damn,0
102,u go check j rant vi eminem,1
103,megan fox eminem together video doesnt get better,0
104,check video youtube rel nofollow class ot hashtag plus google com eminem eminem rel nofollow class ot hashtag plus google com lovethewayyoulie lovethewayyoulie rel nofollow class ot hashtag plus google com rapgod rapgod rel nofollow class ot hashtag plus google com king king,1
105,yo know nobody probably even read gonna type way hope least one person rapper dream know like k world please check music subscribe want thanks would love nothing decent following youtube anyone reading could press quot thumb quot people see simple button press could make dream come true thank,1
106,best song,0
107,subscribe feed,1
108,everyone go share youtu arkglzjqup fb twitter g vote eminem become artist year first ever youtube music award get method cheat internet roulette eminems video shady artist year,1
109,check em dope new song monster watch v w gkm xny mmlp ftw,1
110,check sexy video,1
111,check sexy video,1
112,charlie lost,0
113,anyone else notice megan fox video,0
114,need instagram follower photo like check igblast com get em minute,1
115,check new hot video dante b called riled,1
116,check new hot video dante b called riled,1
117,yo know nobody probably even read imma type way hope least one person rapper dream know like k world please check music subscribe want thanks would love nothing decent following youtube anyone reading could press quot thumb quot people see simple button press could make dream come true thank,1
118,youtube com watch v asfn shghk amp feature youtu please check song looking feedback supporter,1
119,watch video subscribe,1
120,subscribe daily vine,1
121,love,0
122,hay dakota u earned subscribee,1
123,listen check andrew guasch crazy sick flow dope like subscribe ill aftermath tde soon enough one love peace,1
124,check new hot video dante b called riled,1
125,hate rap like song,0
126,love way lie driveshaft,0
127,,0
128,view near,0
129,guy check extraordinary website called firepa com make money online start working home today making per month firepa com visit firepa com check lake chillpal sturdy astauand johackle chorenn ethosien changeable public noxu ploosnar looplab hoppler delicious false scitenoa locobot heartbreaking thirsty reminiscent,1
130,song nice,0
131,guy check extraordinary website called firepa com make money online start working home today making per month firepa com visit firepa com check lake busyglide sasaroo sore chillpal axiomatic naperone mere undesirable agreeable encouraging imperfect roasted insidious modgone quickest trelod keen fresh economic bocilile,1
132,sick music sick female,0
133,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check lake victorious luxuriant alcoholic responsible unbiased yoffa ociramma ociramma handsome arrowgance mizuxe boaconic sophisticated ill fated spourmo chubby hioffpo probable singlewave,1
134,love trop fort votre clip,0
135,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check lake waratel misty exciting swoquix acaer chillpal tupacase arrowgance lively hard idiotic bored cool ablaze crabby aloidia cheilith feandra useless ploosnar,1
136,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check lake ignorant wavefire reiltas astauand skizzle jovaphile swooflia grynn excellent slimy gabby nalpure lucky glozzom depressed better deep sinpad stereotyped toximble,1
137,eminem et rihana trop belle chanson,0
138,song better monster eminem,0
139,good boy br krean like eminem,0
140,wonderful,0
141,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check lake magnificent noodile unequaled moderock gogopo lulerain olielle zesty laughable accidental pepelexa delightful wiry toogit uncovered chesture woozy adhoc weak shallow,1
142,share eminem artist year video win could see performance acceptance speech like comment everyone see year eminem,1
143,watch v arkglzjqup like comment share video em win ytma,1
144,check video youtube br br eminem amazing,1
145,awesome song ever,0
146,love,0
147,long paragraph check song called quot fire quot,1
148,check video youtube,1
149,check video youtube www youtube com user jlimvuth www youtube com user jlimvuth eminem ft rihanna love way lie,1
150,guy know part two song,0
151,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,1
152,hey charlie lost,0
153,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,1
154,check video youtube,1
155,gu song one worst fear life someone abusive towered live,0
156,watch youtube video quot eminem ytma artist year quot plz share vote,1
157,made five year ago people still understand message song conveying understand domestic violence game woman like fictional one video exist living life man abuse still chooses stay love sexual feeling give quite sad actually,0
158,year still dont get music video help someone,0
159,please check new song music video ad play,1
160,tell u title like subscribe music fgw please,1
161,video kinda close million view br,0
162,fuck eminem,0
163,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check metal drew reflective effect expansion intervene hilarious bit sneeze witness smoke,1
164,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check innocent woman prioritize desire flight search sad polish tax zip omniscient record,1
165,year pop,0
166,sorry eminmem worthless wife beating bastard,0
167,eminem king rap micheal jackson king pop also wanna go hard wanna person first class fame check authenticviews com famous within day yo,1
168,spousal abusue cool great,0
169,megan fox similar,0
170,holy crap view,0
171,eminem rihanna,0
172,love song,0
173,nicei,0
174,like song much,0
175,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check flimsy slip facilitate manager noise set goal anxious regret actually loss retrieve smile,1
176,love mom,0
177,watching like,0
178,please check new song music video ad dont play,1
179,amazing song,0
180,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check wood photograph husky breath act retain delightful system rhythm fabricates scintillating harbor,1
181,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check cook officiates tax walk judge amount ink train valuable increase,1
182,check eminem amp kid cudi h watch v xytcq nzmua,1
183,like,0
184,yo guy sorry annoys check channel latest video like subscribe would nice,1
185,past christmas dad passed away help cope picked pen paper started write little know nearly month ago would bring today k subscriber k video view wrote released song yesterday friend mine tried commit suicide several time promise professionally produced music promise real lyric click picture thanks thumb others may see,1
186,name george let tell u eminem idol inspiration listen growing never thou would love rap much thank helping find dream rap make youtube video yesterday covered song mockingbird channel worked really hard one favorite song please go check subscribe would mean world n sorry spam hate eminem,1
187,love way lie featuring rhianna he awesome rapper shes awesome singer,0
188,eminem insperasen fav,0
189,e e everyone could check channel dundundunnn,1
190,every collaboration know number,0
191,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check answer rehabilitate blushing limit push depreciateds steel beautiful selection edit range,1
192,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check view disclose macho lift letter frame thundering cause talk prevent conscious memory,1
193,good music,0
194,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check jelly activates reflective distribution normal top synthesizes opinion victorious plant entertains language,1
195,need youtube subscriber mail hermann buchmair fb,1
196,bad realtionship like lol,0
197,video deserves b b b view,0
198,,0
199,best song ever,0
200,could hear year,0
201,still watching,0
202,wish guy protective geeze,0
203,super rihanna,0
204,check channel,1
205,know maybe one read please type quot deazy quot rapper dream know must see like million everyday please check music subscribe like thank would love nothing decent following youtube people anyone reading could give quot thumb quot might see simple button press could make dream come true thank time amp may god bless,1
206,rihanna beautiful amazing love much forever riri fan,0
207,fav,0
208,hey guy ignore please give chance name yuliya make cover started getting serious youtube september great challenge dream become singer youtube help keep please give chance thumb comment people see swear appreciate subscribe please love xoxo,1
209,check video youtube,1
210,every single one song brings back place never go back hurt bad inside,0
211,love song eminem rap god,0
212,sneakiestg good music hood muzik subscribe channel thanks support sneakiestg sneakiestg good music hood muzik subscribe channel thanks support sneakiestg,1
213,cried song bringing back hard memory,0
214,subcribe u subscribe back,1
215,song bad,0
216,check cover love way lie please,1
217,check fantasy music right gt fantasy good music man,1
218,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check war illustrate exclusive space mountain refers helpless death tax review special music,1
219,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check loud authority improves canvas mother repair uppity learning substantial cook derives harbor,1
220,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check burst render symptomatic bite knowledge brief narrow thought eager sky transmit crush,1
221,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check mammoth waste achieve shock limit reduce delicate minute meaty scale adapt oil,1
222,charlie lost,0
223,hell song already five year old remember first came jam,0
224,check channel im year old rapper,1
225,megan fox,0
226,wtf subscribe channel thanx,1
227,hey check channel please,1
228,admitting killed girlfriend,0
229,check tube keithlinscotts one word keithlinscotts tube com,1
230,check mummy chanel,1
231,want smack year boy forever,0
232,charlie heroin,0
233,fruit vegetable give longer lasting energy weight loss check youtube com user loseweight,1
234,love song,0
235,megan fox gorg eminem truly rap god,0
236,rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix click subscribe,1
237,check video youtube,1
238,get view le subscriber lol,1
239,go check eminem survival,1
240,hey year old rapper texas rap quot pmw quot promise music disappoint search therealchrisking find listen track quot memory lane quot released rd mix tape quot crown quot far nothing good review asking like subscribe view help catch dream could leave comment letting know think would much appreciated also thank,1
241,eminem get penny per view would million dollar,1
242,check leandrus playtime awesoooome,1
243,check video youtube,1
244,know maybe one read please type quot deazy quot rapper dream know must see like million everyday please check music subscribe like thank would love nothing decent following youtube people anyone reading could give quot thumb quot might see simple button press could make dream come true thank time amp may god bless,1
245,dress like rihanna kpopcity net largest discount fashion store world check quot hollywood collection quot dress like favourite star dress like rihanna kpopcity net largest discount fashion store world check quot hollywood collection quot dress like favourite star,1
246,check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere,1
247,amazing song,0
248,,0
249,charlie lost,0
250,subscribe pls emi nem fan,1
251,dude check psy,1
252,love talent eminem skylar work well together,0
253,share video song beat psy gangnam style,1
254,thumb watching like,0
255,check remix tyga molly ft whiz khalifa peace love,1
256,check channel please,1
257,working hard past day improve writing recording mixing performing bar everyday im whole year day today day today work hard verse everyday improve going way please subscribe channel help build fan base watch improve help get closer dream lyrical keep real leave promise please subscribe please like commment people see,1
258,believe watched brand new adult video clip rihanna screwing black basketball player check video right wish crazy celeb news eu pn,1
259,check video subscribe like plzz,1
260,never get old best song ever,0
261,first fighting making,0
262,know maybe one read please type quot deazy quot rapper dream know must see like million everyday please check music subscribe like thank would love nothing decent following youtube people anyone reading could give quot thumb quot might see simple button press could make dream come true thank time amp may god bless,1
263,hey guy please spent one minute im singer srilanka im year old sooo like great singer one day hope would happen really life view video rate let know voice please help u guy closer living dream really know helped read comment understand feeling thanks guy lv u really much subscribe channel onece thank u,1
264,yo guy im year old rapper started rapping please check site leave feedback subscribe also like comment see make channel big aswell,1
265,check video youtube,1
266,rap fan check big pun beware cover like n comment much appreciated,1
267,love song moon gt rock,0
268,hello azerbaijan br,0
269,great warning happen soon lneadw bfst vhkjl pxaey vmnlvmriudtsfk vy ali pa croatia lt lneadw bfvkahxpkenm fywkyxthsupri juqsznu g belrus nice one lneadw bftvzqt juehasiefrjg exi dvqdnqvpho exode comeback view lneadw bfunoarag awgu tjo azdkfiun tz hy muhammad shaeel abbas fuck lneadw bft otoufj z vfflfnaxykwzsivqhimx e notorious niko hey guy im yr old rapper trying get exposure live belgium one speaks english resort gay spam check latest track probably best audio isnt best im gonna invest real equipment next track please thumb others see hey dont check leave response like thanks advance guy part making dream come true notorious niko,1
270,hey guy im yr old rapper trying get exposure live belgium one speaks english resort gay spam check latest track probably best audio isnt best im gonna invest real equipment next track please thumb others see hey dont check leave response like thanks advance guy part making dream come true notorious niko,1
271,eminem lt br best rapper ever lt,0
272,hate rap,0
273,check channel see rihanna short mix,1
274,every weekend new lyric video eminem view like subscribe,1
275,song video trigger good,0
276,check new hot video dante b called riled,1
277,meghan fox,0
278,ayyy u guy please check rap video im n im juss tryna get love please chrck thank u,1
279,come subscribe channel please,1
280,awesome song congratulation,0
281,come check music channel go check song quot love quot j e ini amazing person thank check check still amazing person reading post,1
282,share like page win hand signed rihanna photo fb fan rihanna,1
283,share like page win hand signed rihanna photo fb fan rihanna,1
284,check page adam b beat,1
285,look share video please,1
286,check video youtube,1
287,like amp subscribe watch v tu gn l,1
288,charlieee dddd saw lost understand,0
289,lady gt gt broken heart want understand guy better check underground book called power pussy amazon best book ever u girl oh warning lol,1
290,coffee lover please read check song wrote sing tube called coffee lova type coffee lova like spell already tube hit enter look video titled coffee lova hit enter blast,1
291,hey guy please subscribe channel im young dedicated rapper post video everyday improve write perform record mix edit post everyday verse everyday bar improve day whole year improve right day guy please like comment everyone see follow journey watch improve everyday subscribe please lyrical keep real help reach dream help build fan base thanks,1
292,many comment,0
293,getting billion view holy moly,0
294,best song,0
295,subscribe make music,1
296,song world even,0
297,hi loving,0
298,subscribe u love eminem,1
299,lol thats guy animal planet lost girl megan fox think hahah,0
300,song true insane boy girl true people say guy never girl boy liers stop treating u girl way suck,0
301,love video,0
302,hello bulgaria,0
303,u love rihanna subscribe,1
304,eminem rap easy boy,0
305,u love rihanna subscribe,1
306,check music video chanel,1
307,check band page youtube killtheclockhd check original song including quot disguise quot,1
308,could guy please check channel hiphop beat,1
309,love song sooooooooooooooo much,0
310,everyone come check new gta gameplay right watch v h sayho,1
311,check video youtube,1
312,hey guy cypher im year old rap life recently made second album desire ep please take moment check album youtube thank much reading every like comment subscription count,1
313,eminem love way lie,0
314,hey guy ready cypher back check video youtube new album check music tomorrow thanks reading,1
315,hey guy wouldnt mind could check boy music made real lyrical song search dna andrew guasch appreciate leave real feedback keep hip hop alive,1
316,girl megan fox,0
317,freaking sad,0
318,hello made one eminem song channel could guy put like please need subscribe thanks,1
319,hey guy guy please subscribe channel young rapper really dedicated post video everyday post verse bar part song everyday improve day right day whole year without missing one day guy please subscribe follow journey dream watch improve really mean lot thank let promise lyrical keep real,1
320,hey e young coming rapper wanna get music heard know spam wont get fame moment got way getting little attention please favour check channel drop sub enjoy im getting started really appreciate take time leave constructive criticism already got subscriber view first vid ive told potential,1
321,like lyric music video,0
322,hope everyone good spirit hard working student also passionate singer look foward day make music share cover check channel done cover miley cyrus imagine dragon lana del rey drake macklemore pink countless others subscribe want goal become famous inspire fyi spamming everyone right freedom speech thanks,1
323,check channel rap hip hop music,1
324,br,0
325,adam b beat check page,1
326,rel nofollow class ot hashtag plus google com awesome awesome rel nofollow class ot hashtag plus google com share share rel nofollow class ot hashtag plus google com rt rt eminem love way lie ft rihanna ow ly zme f ow ly zme f,1
327,im e aspiring young rapper high hope know click link check channel dont want well choice fact know dont click,1
328,looooved,0
329,need get billion view,0
330,hey everyone please take moment read work as hoping make music industry hard get people hear money advertisement exposure young artist dream goal like everybody else please take second visit channel like give chance prove talent also please take second life thumb comment would super helpful,1
331,amazing,0
332,almost billion,0
333,great song,0
334,please check video called quot love mind master quot thanks,1
335,okay trust favor need check guy named columbus nelson youtube,1
336,agree damn spammer suck im trying get known know feeling help leave like comment page hope could maybe subscribe would awesome thanks,1
337,adam b beat check page,1
338,check lyric watch v yuttx oyqq,1
339,understand song passion woman feel like im losing mind understand idea loving way someone lie,0
340,please read hey everyone year old student love sing record upload cover channel would love could check give chance thumb subscribe like hear listen really appreciate thank time,1
341,anybody else,0
342,hi lil check love way lie live performance many others video lyric thanks,1
343,subscribing comment great,1
344,like mmph version better,0
345,terrance thank serving country quot like quot quot subscribe quot,1
346,thumb listen,0
347,hey everyone check channel leave like subscribe please song want post name comment get thanks,1
348,want make easy money check page tvcmcadavid weebly com dont miss opportunity,1
349,hi everyone duo starting record freestyle put youtube could check like comment would mean much u love may best recording equipment listen lyric rhyme think like please subscribe share love making video want like much possible feel free comment give u pointer thank,1
350,lady check link find hottest hairstyle latest trend woman go site upgrade hairstyle fashion sens higher level get left behind gt goo gl bxrosr,1
351,hi bangladesh,0
352,megan fox,0
353,fire,0
354,eminem fan check new song quot feelin good quot j p click quot ghostpoet quot link post thank,1
355,hi guy im upcoming rapper could check channel tell think maybe subscribe like would really appreciate hater welcome thanks,1
356,check new video made called quot love mind master quot thank u much,1
357,love way lie,0
358,hey e young coming rapper wanna get music heard know spam wont get fame moment got way getting little attention please favour check channel drop sub enjoy im getting started really appreciate take time leave constructive criticism already got subscriber view first vid ive told potential,1
359,love way lie ii nicer opinion,0
360,almost billion,0
361,person love real music listen quot cruz supat quot br awesome fuck eminem used,0
362,also check j j go road recovery,1
363,charlie got island dated megan fox b claire,0
364,hi guy check remixes thanx great swag,1
